time(millisecond);datetime(utc);latitude;longitude;height_above_takeoff(meters);height_above_ground_at_drone_location(meters);ground_elevation_at_drone_location(meters);altitude_above_seaLevel(meters);height_sonar(meters);speed(km/h);distance(meters);satellites;gpslevel;voltage(v);max_altitude(meters);max_ascent(meters);max_speed(km/h);max_distance(meters); xSpeed(km/h); ySpeed(km/h); zSpeed(km/h); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;gimbal_heading(degrees);gimbal_pitch(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(c);altitude(meters);ascent(meters);flycStateRaw;flycState;message
70100;25.08.2021 07:03;53,20762669;22,77304283;83,1;83,87;109,190495;193,060495;9,1;0;10,4375;17;5;9,342;193,260495;83,3;5,4;10,4606;0;0;0;95,10;0;-2,2;0;1;1024;1024;1024;1024;95,2;-44,4;89;3,14;2,998;3,204;0;0;0;0;;193,060495;83,1;6;P-GPS;
70200;25.08.2021 07:03;53,20762659;22,77304283;83,1;83,87;109,190495;193,060495;9,1;0;10,426;17;5;9,342;193,260495;83,3;5,4;10,4606;0;0;0;95,10;-0,3;-2,7;0;1;1024;1024;1024;1024;95,2;-44,4;89;3,14;2,998;3,204;0;0;0;0;;193,060495;83,1;6;P-GPS;
70300;25.08.2021 07:03;53,20762652;22,77304271;83,1;83,87;109,190495;193,060495;9,1;0;10,4199;17;5;9,342;193,260495;83,3;5,4;10,4606;0;0;0;95,10;-0,3;-3,1;0;1;1024;1024;1024;1024;95,2;-44,4;89;3,14;2,998;3,204;0;0;0;0;;193,060495;83,1;6;P-GPS;
70400;25.08.2021 07:03;53,20762668;22,77304273;83,1;83,87;109,190495;193,060495;9,1;0;10,4373;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0;0;95,20;-0,3;-3;0;1;1032;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
70500;25.08.2021 07:03;53,2076266;22,77304264;83,1;83,87;109,190495;193,060495;9,1;0;10,4293;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0;0;95,20;-0,3;-3,2;0;1;1244;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
70600;25.08.2021 07:03;53,20762669;22,77304274;83,1;83,87;109,190495;193,060495;9,1;0;10,4383;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0;0;95,10;0;-3,4;0;1;1391;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
70700;25.08.2021 07:03;53,2076266;22,77304269;83,1;83,87;109,190495;193,060495;9,1;0;10,4295;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0;0;95,20;-1,2;-3,6;0;1;1434;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
70800;25.08.2021 07:03;53,20762665;22,77304279;83,1;83,87;109,190495;193,060495;9,1;0;10,4334;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0;0;95,30;-4,4;-3,6;0;1;1481;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
70900;25.08.2021 07:03;53,20762657;22,77304288;83,1;83,87;109,190495;193,060495;9,1;0,36;10,423;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0,36;0;95,30;-6,7;-3,6;0;1;1493;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
71000;25.08.2021 07:03;53,20762652;22,77304316;83,1;83,87;109,190495;193,060495;9,1;0,72;10,4144;17;5;9,302;193,260495;83,3;5,4;10,4606;0;0,72;0;95,40;-7,7;-3,4;0;1;1493;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,060495;83,1;6;P-GPS;
71100;25.08.2021 07:03;53,20762641;22,77304362;83,2;83,96;109,200495;193,160495;9,1;1,08;10,3972;17;5;9,302;193,260495;83,3;5,4;10,4606;0;1,08;0;95,50;-8,7;-3,5;0;1;1495;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,160495;83,2;6;P-GPS;
71200;25.08.2021 07:03;53,20762651;22,77304455;83,2;83,96;109,200495;193,160495;9,1;1,08;10,398;17;5;9,302;193,260495;83,3;5,4;10,4606;0;1,8;0;95,60;-9,1;-3,5;0;1;1493;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,160495;83,2;6;P-GPS;
71300;25.08.2021 07:03;53,20762638;22,77304548;83,2;83,96;109,200495;193,160495;9,1;2,16;10,3738;17;5;9,302;193,260495;83,3;5,4;10,4606;0;2,16;0;95,70;-9,1;-3,8;0;1;1493;1024;1024;1024;95,2;-44,4;89;3,129;2,977;3,196;0;0;0;0;;193,160495;83,2;6;P-GPS;
71400;25.08.2021 07:03;53,20762645;22,77304708;83,2;83,95;109,210495;193,160495;9,1;2,916;10,3659;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;2,88;0;95,40;-8,7;-4,1;0;1;1493;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
71500;25.08.2021 07:03;53,20762631;22,77304852;83,2;83,94;109,220495;193,160495;9,1;2,916;10,3373;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;3,24;0;95,50;-9,1;-4,3;0;1;1521;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
71600;25.08.2021 07:03;53,20762644;22,77305035;83,2;83,94;109,220495;193,160495;9,1;3,96;10,3354;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;3,96;0;95,30;-8,7;-4,4;0;1;1567;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
71700;25.08.2021 07:03;53,20762633;22,77305223;83,2;83,93;109,230495;193,160495;9,1;4,32;10,3084;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;4,32;0;95,40;-8,5;-3,7;0;1;1579;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
71800;25.08.2021 07:03;53,20762623;22,77305451;83,2;83,92;109,240495;193,160495;9,1;4,68;10,2811;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;4,68;0;95,30;-9;-3,5;0;1;1587;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
71900;25.08.2021 07:03;53,20762612;22,77305679;83,2;83,91;109,250495;193,160495;9,1;4,68;10,2548;17;5;9,296;193,260495;83,3;5,4;10,4606;-0,36;5,04;0;95,50;-10,8;-3,5;0;1;1596;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,160495;83,2;6;P-GPS;
72000;25.08.2021 07:03;53,20762635;22,77305942;83,1;83,8;109,260495;193,060495;9,1;5,76;10,2674;17;5;9,296;193,260495;83,3;5,76;10,4606;0;5,76;0;95,60;-12,3;-3,4;0;1;1602;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,060495;83,1;6;P-GPS;
72100;25.08.2021 07:03;53,20762626;22,7730622;83,1;83,78;109,280495;193,060495;9,1;5,76;10,2466;17;5;9,296;193,260495;83,3;5,76;10,4606;-0,36;6,48;0;95,50;-12,6;-3,2;0;1;1602;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,060495;83,1;6;P-GPS;
72200;25.08.2021 07:03;53,20762626;22,77306484;83,1;83,77;109,290495;193,060495;9,1;6,84;10,2394;17;5;9,296;193,260495;83,3;6,84;10,4606;-0,36;6,84;0;95,30;-12,8;-2,4;0;1;1606;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,060495;83,1;6;P-GPS;
72300;25.08.2021 07:03;53,20762616;22,77306811;83,1;83,75;109,310495;193,060495;9,1;7,56;10,2234;17;5;9,296;193,260495;83,3;7,56;10,4606;-0,36;7,56;0;95,40;-13,1;-2,5;0;1;1606;1024;1024;1024;95,2;-44,4;89;3,125;2,981;3,19;0;0;0;0;;193,060495;83,1;6;P-GPS;
72400;25.08.2021 07:03;53,20762627;22,77307148;83,1;83,74;109,320495;193,060495;9,1;7,56;10,2361;16;5;9,31;193,260495;83,3;7,56;10,4606;-0,36;8,28;0;95,50;-13,4;-3;0;1;1609;1024;1024;1024;95,2;-44,3;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
72500;25.08.2021 07:03;53,20762615;22,77307528;83,1;83,72;109,340495;193,060495;9,1;9;10,2285;16;5;9,31;193,260495;83,3;9;10,4606;-0,36;9;0;95,50;-13,4;-2,8;0;1;1609;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
72600;25.08.2021 07:03;53,20762605;22,77307919;83,1;83,69;109,370495;193,060495;9,1;9,36;10,2305;17;5;9,31;193,260495;83,3;9,36;10,4606;-0,36;9,36;0;95,40;-13;-2,8;0;1;1608;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
72700;25.08.2021 07:03;53,2076259;22,77308349;83,1;83,67;109,390495;193,060495;9,1;10,116;10,2352;17;5;9,31;193,260495;83,3;10,116;10,4606;-0,72;10,08;0;95,50;-13,1;-2,8;0;1;1604;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
72800;25.08.2021 07:03;53,20762585;22,77308828;83,1;83,65;109,410495;193,060495;9,1;10,476;10,2635;17;5;9,31;193,260495;83,3;10,476;10,4606;-0,72;10,44;0;95,50;-12,9;-3,4;0;1;1604;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
72900;25.08.2021 07:03;53,20762568;22,77309308;83,1;83,62;109,440495;193,060495;9,1;11,196;10,288;17;5;9,31;193,260495;83,3;11,196;10,4606;-0,72;11,16;0;95,50;-12,6;-3,6;0;1;1603;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73000;25.08.2021 07:03;53,20762541;22,77309761;83,1;83,59;109,470495;193,060495;9,1;11,556;10,3087;17;5;9,31;193,260495;83,3;11,556;10,4606;-0,72;11,52;0;95,40;-12,6;-3,6;0;1;1603;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73100;25.08.2021 07:03;53,20762523;22,7731028;83,1;83,56;109,500495;193,060495;9,1;12,276;10,357;17;5;9,31;193,260495;83,3;12,276;10,4606;-0,72;12,24;0;95,40;-12,4;-3,4;0;1;1602;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73200;25.08.2021 07:03;53,20762509;22,77310793;83,1;83,54;109,520495;193,060495;9,1;12,636;10,4192;17;5;9,31;193,260495;83,3;12,636;10,4606;-0,72;12,6;0;95,30;-12,4;-3,2;0;1;1602;1024;1024;1024;95,2;-44,4;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73300;25.08.2021 07:03;53,20762491;22,77311348;83,1;83,51;109,550495;193,060495;9,1;12,996;10,4966;17;5;9,31;193,260495;83,3;12,996;10,4966;-0,72;12,96;0;95,30;-12,3;-2,9;0;1;1599;1024;1024;1024;95,2;-44,5;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73400;25.08.2021 07:03;53,2076248;22,77311897;83,1;83,48;109,580495;193,060495;9,1;13,356;10,593;17;5;9,31;193,260495;83,3;13,356;10,593;-0,72;13,32;0;95,40;-12,4;-2;0;1;1597;1024;1024;1024;95,2;-44,5;89;3,127;2,984;3,199;0;0;0;0;;193,060495;83,1;6;P-GPS;
73500;25.08.2021 07:03;53,2076246;22,77312487;83,1;83,45;109,610495;193,060495;9,1;13,716;10,7002;17;5;9,337;193,260495;83,3;13,716;10,7002;-0,72;13,68;0;95,40;-12,3;-2,2;0;1;1597;1024;1024;1024;95,2;-44,6;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
73600;25.08.2021 07:03;53,20762445;22,77313072;83,1;83,41;109,650495;193,060495;9,1;14,076;10,8241;17;5;9,337;193,260495;83,3;14,076;10,8241;-0,72;14,04;0;95,50;-12,2;-2,7;0;1;1596;1024;1024;1024;95,2;-44,7;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
73700;25.08.2021 07:03;53,20762423;22,77313694;83,1;83,38;109,680495;193,060495;9,1;14,436;10,9636;17;5;9,337;193,260495;83,3;14,436;10,9636;-1,08;14,4;0;95,30;-12;-3;0;1;1595;1024;1024;1024;95,2;-44,8;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
73800;25.08.2021 07:03;53,20762406;22,77314304;83,1;83,35;109,710495;193,060495;9,1;14,796;11,1187;17;5;9,337;193,260495;83,3;14,796;11,1187;-1,08;14,76;0;95,30;-12;-2,7;0;1;1595;1024;1024;1024;95,2;-44,9;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
73900;25.08.2021 07:03;53,20762383;22,77314952;83,1;83,31;109,750495;193,060495;9,1;15,156;11,2923;17;5;9,337;193,260495;83,3;15,156;11,2923;-1,08;15,12;0;95,30;-12,1;-2,7;0;1;1594;1024;1024;1024;95,2;-45;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74000;25.08.2021 07:03;53,2076236;22,77315593;83,1;83,28;109,780495;193,060495;9,1;15,516;11,4771;17;5;9,337;193,260495;83,3;15,516;11,4771;-1,08;15,48;0;95,40;-12,1;-2,8;0;1;1594;1024;1024;1024;95,2;-45,2;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74100;25.08.2021 07:03;53,20762336;22,77316267;83,1;83,24;109,820495;193,060495;9,1;15,876;11,686;17;5;9,337;193,260495;83,3;15,876;11,686;-1,08;15,84;0;95,40;-12,1;-2,4;0;1;1594;1024;1024;1024;95,2;-45,4;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74200;25.08.2021 07:03;53,20762302;22,77316935;83,1;83,21;109,850495;193,060495;9,1;16,236;11,8961;17;5;9,337;193,260495;83,3;16,236;11,8961;-1,08;16,2;0;95,40;-11,9;-2,3;0;1;1594;1024;1024;1024;95,2;-45,6;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74300;25.08.2021 07:03;53,20762275;22,77317635;83,1;83,17;109,890495;193,060495;9,1;16,596;12,138;17;5;9,337;193,260495;83,3;16,596;12,138;-1,08;16,56;0;95,40;-11,7;-2,6;0;1;1592;1024;1024;1024;95,2;-45,9;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74400;25.08.2021 07:03;53,20762244;22,77318337;83,1;83,13;109,930495;193,060495;9,1;16,956;12,3897;17;5;9,337;193,260495;83,3;16,956;12,3897;-1,08;16,92;0;95,40;-11,6;-2,7;0;1;1592;1024;1024;1024;95,2;-46,2;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
74500;25.08.2021 07:03;53,20762215;22,7731906;83;82,99;109,970495;192,960495;9,1;17,352;12,6647;17;5;9,337;193,260495;83,3;17,352;12,6647;-1,44;17,28;0;95,50;-11,4;-2,7;0;1;1590;1024;1024;1024;95,2;-46,6;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
74600;25.08.2021 07:03;53,20762168;22,77319862;83;82,95;110,010495;192,960495;9,1;17,352;12,9716;17;5;9,337;193,260495;83,3;17,352;12,9716;-1,44;17,28;0;95,40;-11,2;-3;0;1;1590;1024;1024;1024;95,2;-47;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
74700;25.08.2021 07:03;53,20762136;22,77320612;83;82,9;110,060495;192,960495;9,1;17,712;13,2815;17;5;9,337;193,260495;83,3;17,712;13,2815;-1,44;17,64;0;95,40;-11,2;-3;0;1;1587;1024;1024;1024;95,2;-47,4;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
74800;25.08.2021 07:03;53,207621;22,77321337;83;82,87;110,090495;192,960495;9,1;18,072;13,5876;17;5;9,337;193,260495;83,3;18,072;13,5876;-1,44;18;0;95,50;-11,1;-3,1;0;1;1587;1024;1024;1024;95,2;-47,9;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
74900;25.08.2021 07:03;53,20762066;22,77322102;83;82,83;110,130495;192,960495;9,1;18,072;13,9257;17;5;9,337;193,260495;83,3;18,072;13,9257;-1,44;18;-0,36;95,40;-10,8;-3,2;0;1;1587;1024;1024;1024;95,2;-48,4;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
75000;25.08.2021 07:03;53,20762024;22,77322811;83;82,79;110,170495;192,960495;9,1;18,432;14,2393;17;5;9,337;193,260495;83,3;18,432;14,2393;-1,44;18,36;-0,36;95,40;-10,9;-3;0;1;1586;1024;1024;1024;95,2;-48,8;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
75100;25.08.2021 07:03;53,20761991;22,77323585;83;82,74;110,220495;192,960495;9,1;18,432;14,6012;17;5;9,337;193,260495;83,3;18,432;14,6012;-1,44;18,36;-0,36;95,40;-11;-2,8;0;1;1585;1024;1024;1024;95,2;-49,3;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
75200;25.08.2021 07:03;53,20761952;22,77324342;83,1;82,81;110,250495;193,060495;9,1;18,792;14,9595;17;5;9,337;193,260495;83,3;18,792;14,9595;-1,44;18,72;-0,36;95,40;-11;-2,6;0;1;1585;1024;1024;1024;95,2;-49,8;89;3,14;2,995;3,202;0;0;0;0;;193,060495;83,1;6;P-GPS;
75300;25.08.2021 07:03;53,20761918;22,77325128;83;82,66;110,300495;192,960495;9,1;18,792;15,3444;17;5;9,337;193,260495;83,3;18,792;15,3444;-1,44;18,72;-0,36;95,40;-11;-2,7;0;1;1585;1024;1024;1024;95,2;-50,5;89;3,14;2,995;3,202;0;0;0;0;;192,960495;83;6;P-GPS;
75400;25.08.2021 07:03;53,20761881;22,77325911;83,1;82,72;110,340495;193,060495;9,1;19,152;15,734;17;5;9,346;193,260495;83,3;19,152;15,734;-1,44;19,08;-0,36;95,50;-11,3;-2,6;0;1;1584;1024;1024;1024;95,2;-51,2;89;3,142;2,997;3,207;0;0;0;0;;193,060495;83,1;6;P-GPS;
75500;25.08.2021 07:03;53,20761845;22,77326708;83,1;82,68;110,380495;193,060495;9,1;19,152;16,1398;17;5;9,346;193,260495;83,3;19,152;16,1398;-1,44;19,08;-0,36;95,40;-11,2;-2,8;0;1;1583;1024;1024;1024;95,2;-51,9;89;3,142;2,997;3,207;0;0;0;0;;193,060495;83,1;6;P-GPS;
75600;25.08.2021 07:03;53,20761823;22,77327493;83;82,53;110,430495;192,960495;9,1;19,152;16,554;17;5;9,346;193,260495;83,3;19,152;16,554;-1,44;19,08;0;95,50;-11,2;-2,7;0;1;1583;1024;1024;1024;95,2;-52,7;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
75700;25.08.2021 07:03;53,20761789;22,77328302;83;82,49;110,470495;192,960495;9,1;19,476;16,9812;17;5;9,346;193,260495;83,3;19,476;16,9812;-1,44;19,44;0;95,50;-10,8;-2,2;0;1;1581;1024;1024;1024;95,2;-53,4;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
75800;25.08.2021 07:03;53,20761733;22,7732919;83;82,44;110,520495;192,960495;9,1;19,836;17,4456;17;5;9,346;193,260495;83,3;19,836;17,4456;-1,44;19,8;0;95,50;-10,7;-1,8;0;1;1568;1024;1024;1024;95,2;-54;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
75900;25.08.2021 07:03;53,20761696;22,77330019;83;82,4;110,560495;192,960495;9,1;19,836;17,8956;17;5;9,346;193,260495;83,3;19,836;17,8956;-1,44;19,8;-0,36;95,50;-10,5;-2,1;0;1;1561;1024;1024;1024;95,2;-54,1;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
76000;25.08.2021 07:03;53,2076165;22,77330777;83;82,36;110,600495;192,960495;9,1;19,836;18,3045;17;5;9,346;193,260495;83,3;19,836;18,3045;-1,44;19,8;-0,36;95,40;-10,3;-2,3;0;1;1528;1006;1024;1024;95,2;-54,1;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
76100;25.08.2021 07:03;53,20761612;22,77331612;83;82,32;110,640495;192,960495;9,1;20,196;18,7676;17;5;9,346;193,260495;83,3;20,196;18,7676;-1,44;20,16;-0,36;95,40;-10;-2,2;0;1;1495;973;1024;1024;95,2;-54,1;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
76200;25.08.2021 07:03;53,20761579;22,7733247;83;82,27;110,690495;192,960495;9,1;20,196;19,2518;17;5;9,346;193,260495;83,3;20,196;19,2518;-1,44;20,16;-0,36;95,40;-9,6;-1,9;0;1;1500;968;1024;1024;95,2;-54,1;89;3,142;2,997;3,207;0;0;0;0;;192,960495;83;6;P-GPS;
76300;25.08.2021 07:03;53,20761541;22,77333314;83,1;82,33;110,730495;193,060495;9,1;20,196;19,7305;17;5;9,346;193,260495;83,3;20,196;19,7305;-1,44;20,16;-0,36;95,40;-8,2;-1,7;0;1;1495;973;1024;1024;95,2;-54,1;89;3,142;2,997;3,207;0;0;0;0;;193,060495;83,1;6;P-GPS;
76400;25.08.2021 07:03;53,20761494;22,77334166;83,1;82,31;110,750495;193,060495;9,1;20,196;20,2133;17;5;9,406;193,260495;83,3;20,196;20,2133;-1,44;20,16;-0,36;95,40;-7;-1,9;0;1;1404;1024;1024;1024;95,2;-54,1;89;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
76500;25.08.2021 07:03;53,20761454;22,77335009;83,1;82,29;110,770495;193,060495;9,1;20,196;20,6989;17;5;9,406;193,260495;83,3;20,196;20,6989;-1,44;20,16;-0,36;95,40;-6,7;-2,7;0;1;1025;1024;1024;1024;95,2;-54,1;89;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
76600;25.08.2021 07:03;53,20761408;22,77335851;83,1;82,27;110,790495;193,060495;9,1;20,196;21,1843;17;5;9,406;193,260495;83,3;20,196;21,1843;-1,44;20,16;-0,36;95,40;-6,8;-3,2;0;1;1024;1024;1024;1024;95,2;-54,1;89;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
76700;25.08.2021 07:03;53,20761368;22,77336689;83,1;82,25;110,810495;193,060495;9,1;20,196;21,6739;17;5;9,406;193,260495;83,3;20,196;21,6739;-1,44;20,16;0;95,30;-5,1;-3,1;0;1;1024;1024;1024;1024;95,2;-54,1;89;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
76800;25.08.2021 07:03;53,20761324;22,77337598;83,1;82,23;110,830495;193,060495;9,1;19,836;22,2093;17;5;9,406;193,260495;83,3;20,196;22,2093;-1,44;19,8;0;95,10;6,6;-2,4;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
76900;25.08.2021 07:03;53,20761288;22,77338409;83;82,11;110,850495;192,960495;9,1;18,792;22,6907;17;5;9,406;193,260495;83,3;20,196;22,6907;-1,44;18,72;0;95,10;14,8;-0,4;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;192,960495;83;6;P-GPS;
77000;25.08.2021 07:03;53,20761243;22,77339063;83;82,09;110,870495;192,960495;9,1;17,352;23,0742;17;5;9,406;193,260495;83,3;20,196;23,0742;-1,44;17,28;0;95,10;15,5;0,6;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;192,960495;83;6;P-GPS;
77100;25.08.2021 07:03;53,20761205;22,77339752;83,1;82,17;110,890495;193,060495;9,1;16,272;23,4846;17;5;9,406;193,260495;83,3;20,196;23,4846;-1,44;16,2;0;95,00;14,5;0;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
77200;25.08.2021 07:03;53,20761162;22,77340422;83,1;82,16;110,900495;193,060495;9,1;14,832;23,8824;17;5;9,406;193,260495;83,3;20,196;23,8824;-1,44;14,76;-0,36;95,10;13,9;-0,8;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
77300;25.08.2021 07:03;53,20761122;22,77341006;83,1;82,14;110,920495;193,060495;9,1;13,392;24,2299;17;5;9,406;193,260495;83,3;20,196;24,2299;-1,44;13,32;-0,36;95,10;13,6;-1,1;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,164;3,02;3,222;0;0;0;0;;193,060495;83,1;6;P-GPS;
77400;25.08.2021 07:03;53,20761058;22,77341333;83,1;82,14;110,920495;193,060495;9,1;13,392;24,4086;17;5;9,49;193,260495;83,3;20,196;24,4086;-1,44;12,24;0;94,90;13,5;-1;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,060495;83,1;6;P-GPS;
77500;25.08.2021 07:03;53,20761014;22,77341799;83,1;82,12;110,940495;193,060495;9,1;11,268;24,6836;17;5;9,49;193,260495;83,3;20,196;24,6836;-1,44;11,16;0;95,00;13,5;-1,2;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,060495;83,1;6;P-GPS;
77600;25.08.2021 07:03;53,20760944;22,77342154;83,1;82,11;110,950495;193,060495;9,1;11,268;24,8795;17;5;9,49;193,260495;83,3;20,196;24,8795;-1,8;10,08;0;95,00;13,4;-1,6;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,060495;83,1;6;P-GPS;
77700;25.08.2021 07:03;53,20760897;22,77342521;83,2;82,2;110,960495;193,160495;9,1;9,108;25,0924;17;5;9,49;193,260495;83,3;20,196;25,0924;-1,44;9;0;95,00;13,3;-2;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,160495;83,2;6;P-GPS;
77800;25.08.2021 07:03;53,20760816;22,77342851;83,2;82,19;110,970495;193,160495;9,1;9,108;25,2703;17;5;9,49;193,260495;83,3;20,196;25,2703;-1,44;7,92;0;95,10;13,4;-2,3;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,160495;83,2;6;P-GPS;
77900;25.08.2021 07:03;53,20760769;22,77343131;83,2;82,18;110,980495;193,160495;9,1;6,984;25,4296;17;5;9,49;193,260495;83,3;20,196;25,4296;-1,44;6,84;0;95,00;13,3;-2,6;0;1;1024;1024;1024;1024;95,2;-54,1;88;3,184;3,057;3,249;0;0;0;0;;193,160495;83,2;6;P-GPS;
