time(millisecond);datetime(utc);latitude;longitude;height_above_takeoff(meters);height_above_ground_at_drone_location(meters);ground_elevation_at_drone_location(meters);altitude_above_seaLevel(meters);height_sonar(meters);speed(km/h);distance(meters);satellites;gpslevel;voltage(v);max_altitude(meters);max_ascent(meters);max_speed(km/h);max_distance(meters); xSpeed(km/h); ySpeed(km/h); zSpeed(km/h); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;gimbal_heading(degrees);gimbal_pitch(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(c);altitude(meters);ascent(meters);flycStateRaw;flycState;message
8200;25.08.2021 07:02;53,20753494;22,77306789;11,2;11,21;109,950495;121,160495;9,1;0;0,146417;15;5;11,212;121,160495;11,2;0,36;0,151293;0;0;-6,84;93,20;2,1;-0,5;0;0;1024;1024;1666;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;121,160495;11,2;6;P-GPS;
8300;25.08.2021 07:02;53,20753501;22,77306776;11,4;11,41;109,950495;121,360495;9,1;0;0,157637;15;5;11,212;121,360495;11,4;0,36;0,157637;0;0;-6,84;93,30;2,3;-0,7;0;0;1024;1024;1667;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;121,360495;11,4;6;P-GPS;
8400;25.08.2021 07:02;53,20753506;22,7730673;11,5;11,52;109,940495;121,460495;9,1;0;0,18629;15;5;11,212;121,460495;11,5;0,36;0,18629;0;0;-6,84;93,30;2;-1;0;0;1024;1024;1666;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;121,460495;11,5;6;P-GPS;
8500;25.08.2021 07:02;53,20753509;22,77306709;11,7;11,72;109,940495;121,660495;9,1;0;0,200328;15;5;11,212;121,660495;11,7;0,36;0,200328;0;0;-6,84;93,30;1,6;-1;0;0;1024;1024;1667;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;121,660495;11,7;6;P-GPS;
8600;25.08.2021 07:02;53,20753515;22,77306696;11,9;11,92;109,940495;121,860495;9,1;0;0,210925;15;5;11,212;121,860495;11,9;0,36;0,210925;0;0;-6,84;93,30;1,1;-1,4;0;0;1024;1024;1667;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;121,860495;11,9;6;P-GPS;
8700;25.08.2021 07:02;53,20753514;22,77306675;12,1;12,12;109,940495;122,060495;9,1;0;0,223022;15;5;11,212;122,060495;12,1;0,36;0,223022;0;0;-6,84;93,20;0,9;-2,4;0;0;1024;1024;1667;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;122,060495;12,1;6;P-GPS;
8800;25.08.2021 07:02;53,20753491;22,77306626;12,3;12,32;109,940495;122,260495;9,1;0;0,243567;15;5;11,212;122,260495;12,3;0,36;0,243567;0;0;-6,84;93,10;0,1;-3,9;0;0;1024;1024;1667;1024;93,2;0;96;3,75;3,747;3,715;0;0;0;0;;122,260495;12,3;6;P-GPS;
8900;25.08.2021 07:02;53,20753488;22,773066;12,5;12,52;109,940495;122,460495;9,1;0;0,258932;15;5;11,147;122,460495;12,5;0,36;0,258932;0;0;-6,84;93,10;0;-4,1;0;0;1024;1024;1667;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;122,460495;12,5;6;P-GPS;
9000;25.08.2021 07:02;53,20753502;22,77306599;12,7;12,72;109,940495;122,660495;9,1;0;0,264342;15;5;11,147;122,660495;12,7;0,36;0,264342;0;0;-6,84;93,10;0,5;-2,9;0;0;1024;1024;1667;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;122,660495;12,7;6;P-GPS;
9100;25.08.2021 07:02;53,20753505;22,77306575;12,9;12,92;109,940495;122,860495;9,1;0;0,280934;15;5;11,147;122,860495;12,9;0,36;0,280934;0;0;-6,84;93,20;0,2;-2;0;0;1024;1024;1666;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;122,860495;12,9;6;P-GPS;
9200;25.08.2021 07:02;53,20753487;22,77306541;13,1;13,12;109,940495;123,060495;9,1;0;0,29654;15;5;11,147;123,060495;13,1;0,36;0,29654;0;0;-6,84;93,30;-0,3;-1,4;0;0;1024;1024;1666;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,060495;13,1;6;P-GPS;
9300;25.08.2021 07:02;53,20753487;22,77306514;13,3;13,32;109,940495;123,260495;9,1;0;0,314302;15;5;11,147;123,260495;13,3;0,36;0,314302;0;0;-6,84;93,20;-0,9;-1,7;0;0;1024;1024;1666;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,260495;13,3;6;P-GPS;
9400;25.08.2021 07:02;53,20753505;22,77306485;13,4;13,42;109,940495;123,360495;9,1;0;0,337927;15;5;11,147;123,360495;13,4;0,36;0,337927;0;0;-6,84;93,20;-1;-2,7;0;0;1024;1024;1665;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,360495;13,4;6;P-GPS;
9500;25.08.2021 07:02;53,20753504;22,77306462;13,6;13,62;109,940495;123,560495;9,1;0;0,352509;15;5;11,147;123,560495;13,6;0,36;0,352509;0;0;-6,84;93,30;-0,4;-3,2;0;0;1024;1024;1663;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,560495;13,6;6;P-GPS;
9600;25.08.2021 07:02;53,2075351;22,77306431;13,8;13,83;109,930495;123,760495;9,1;0;0,373806;15;5;11,147;123,760495;13,8;0,36;0,373806;0;0;-6,84;93,20;0;-3;0;0;1024;1024;1662;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,760495;13,8;6;P-GPS;
9700;25.08.2021 07:02;53,20753511;22,77306412;14;14,03;109,930495;123,960495;9,1;0;0,386527;15;5;11,147;123,960495;14;0,36;0,386527;0;0;-6,48;93,20;0,1;-2,7;0;0;1024;1024;1662;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;123,960495;14;6;P-GPS;
9800;25.08.2021 07:02;53,20753508;22,77306403;14,1;14,13;109,930495;124,060495;9,1;0;0,391332;15;5;11,147;124,060495;14,1;0,36;0,391332;0;0;-6,48;93,20;0,2;-2,4;0;0;1024;1024;1663;1024;93,2;0;96;3,737;3,73;3,68;0;0;0;0;;124,060495;14,1;6;P-GPS;
9900;25.08.2021 07:02;53,20753507;22,77306386;14,3;14,33;109,930495;124,260495;9,1;0;0,402612;15;5;11,102;124,260495;14,3;0,36;0,402612;0;0;-6,84;93,20;0,3;-2,5;0;0;1024;1024;1664;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;124,260495;14,3;6;P-GPS;
10000;25.08.2021 07:02;53,20753506;22,77306339;14,5;14,53;109,930495;124,460495;9,1;0;0,432804;15;5;11,102;124,460495;14,5;0,36;0,432804;0;0;-6,84;93,20;0,1;-2,8;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;124,460495;14,5;6;P-GPS;
10100;25.08.2021 07:02;53,20753504;22,77306319;14,7;14,73;109,930495;124,660495;9,1;0;0,445081;15;5;11,102;124,660495;14,7;0,36;0,445081;0;0;-6,84;93,20;0;-3;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;124,660495;14,7;6;P-GPS;
10200;25.08.2021 07:02;53,20753501;22,77306318;14,9;14,93;109,930495;124,860495;9,1;0;0,444804;15;5;11,102;124,860495;14,9;0,36;0,445081;0;0;-6,48;93,20;0;-3,2;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;124,860495;14,9;6;P-GPS;
10300;25.08.2021 07:02;53,20753498;22,77306303;15;15,03;109,930495;124,960495;9,1;0;0,454208;15;5;11,102;124,960495;15;0,36;0,454208;0;0;-6,48;93,30;0,5;-3,5;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;124,960495;15;6;P-GPS;
10400;25.08.2021 07:02;53,20753499;22,77306285;15,2;15,23;109,930495;125,160495;9,1;0;0,466561;15;5;11,102;125,160495;15,2;0,36;0,466561;0;0;-6,48;93,30;0,4;-3,6;0;0;1024;1024;1662;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;125,160495;15,2;6;P-GPS;
10500;25.08.2021 07:02;53,20753497;22,7730627;15,4;15,43;109,930495;125,360495;9,1;0;0,475502;15;5;11,102;125,360495;15,4;0,36;0,475502;0;0;-6,48;93,20;0,5;-3,5;0;0;1024;1024;1662;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;125,360495;15,4;6;P-GPS;
10600;25.08.2021 07:02;53,20753503;22,77306281;15,6;15,63;109,930495;125,560495;9,1;0;0,469946;15;5;11,102;125,560495;15,6;0,36;0,475502;0;0;-6,48;93,10;0,6;-3,2;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;125,560495;15,6;6;P-GPS;
10700;25.08.2021 07:02;53,20753504;22,77306268;15,8;15,83;109,930495;125,760495;9,1;0;0,478196;15;5;11,102;125,760495;15,8;0,36;0,478196;0;0;-6,48;93,10;0,6;-3;0;0;1024;1024;1663;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;125,760495;15,8;6;P-GPS;
10800;25.08.2021 07:02;53,20753496;22,77306266;15,9;15,93;109,930495;125,860495;9,1;0;0,477821;15;5;11,102;125,860495;15,9;0,36;0,478196;0;0;-6,48;93,20;0,7;-3,2;0;0;1024;1024;1665;1024;93,2;0;96;3,724;3,712;3,666;0;0;0;0;;125,860495;15,9;6;P-GPS;
10900;25.08.2021 07:02;53,20753498;22,77306254;16,1;16,13;109,930495;126,060495;9,1;0;0,486143;15;5;11,137;126,060495;16,1;0,36;0,486143;0;0;-6,48;93,20;0,7;-2,8;0;0;1024;1024;1665;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,060495;16,1;6;P-GPS;
11000;25.08.2021 07:02;53,2075352;22,77306244;16,3;16,34;109,920495;126,260495;9,1;0;0,497494;15;5;11,137;126,260495;16,3;0,36;0,497494;0;0;-6,48;93,20;0,5;-2,4;0;0;1024;1024;1665;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,260495;16,3;6;P-GPS;
11100;25.08.2021 07:02;53,20753524;22,77306231;16,5;16,54;109,920495;126,460495;9,1;0;0,507101;15;5;11,137;126,460495;16,5;0,36;0,507101;0;0;-6,48;93,30;0,4;-2,8;0;0;1024;1024;1665;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,460495;16,5;6;P-GPS;
11200;25.08.2021 07:02;53,20753523;22,77306206;16,6;16,64;109,920495;126,560495;9,1;0;0,523386;15;5;11,137;126,560495;16,6;0,36;0,523386;0;0;-6,48;93,30;0,2;-2;0;0;1024;1024;1666;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,560495;16,6;6;P-GPS;
11300;25.08.2021 07:02;53,20753528;22,7730619;16,8;16,84;109,920495;126,760495;9,1;0;0,534537;15;5;11,137;126,760495;16,8;0,36;0,534537;0;0;-6,48;93,30;0;-1,6;0;0;1024;1024;1666;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,760495;16,8;6;P-GPS;
11400;25.08.2021 07:02;53,20753536;22,77306169;17;17,04;109,920495;126,960495;9,1;0;0,550184;15;5;11,137;126,960495;17;0,36;0,550184;0;0;-6,48;93,20;0;-1,4;0;0;1028;1041;1664;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;126,960495;17;6;P-GPS;
11500;25.08.2021 07:02;53,20753539;22,77306153;17,1;17,14;109,920495;127,060495;9,1;0;0,561536;15;5;11,137;127,060495;17,1;0,36;0,561536;0;0;-6,48;93,20;-0,1;-2,1;0;0;1028;1041;1664;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;127,060495;17,1;6;P-GPS;
11600;25.08.2021 07:02;53,20753544;22,77306122;17,3;17,34;109,920495;127,260495;9,1;0;0,583023;15;5;11,137;127,260495;17,3;0,36;0,583023;0;0;-6,48;93,20;-0,3;-2;0;0;1189;1682;1662;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;127,260495;17,3;6;P-GPS;
11700;25.08.2021 07:02;53,20753547;22,77306105;17,5;17,54;109,920495;127,460495;9,1;0;0,594948;15;5;11,137;127,460495;17,5;0,36;0,594948;0;0;-6,48;93,30;-0,4;-1,4;0;0;1189;1682;1662;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;127,460495;17,5;6;P-GPS;
11800;25.08.2021 07:02;53,2075355;22,77306097;17,6;17,65;109,910495;127,560495;9,1;0;0,600719;15;5;11,137;127,560495;17,6;0,36;0,600719;0;0;-6,48;93,20;-1,6;4,8;0;0;1188;1682;1663;1024;93,2;0;96;3,73;3,728;3,679;0;0;0;0;;127,560495;17,6;6;P-GPS;
11900;25.08.2021 07:02;53,20753544;22,77306084;17,8;17,84;109,920495;127,760495;9,1;0,36;0,607498;15;5;11,079;127,760495;17,8;0,36;0,607498;-0,36;0;-6,48;93,00;-2,7;11,5;0;0;1024;1024;1663;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;127,760495;17,8;6;P-GPS;
12000;25.08.2021 07:02;53,20753539;22,77306096;17,9;17,94;109,920495;127,860495;9,1;1,44;0,598479;15;5;11,079;127,860495;17,9;1,44;0,607498;-1,44;0;-6,48;93,10;-2,5;14,3;0;0;1024;1024;1663;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;127,860495;17,9;6;P-GPS;
12100;25.08.2021 07:02;53,20753489;22,77306094;18,1;18,14;109,920495;128,060495;9,1;2,52;0,590008;15;5;11,079;128,060495;18,1;2,52;0,607498;-2,52;0;-6,48;93,10;-2,1;14,6;0;0;1024;1024;1663;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,060495;18,1;6;P-GPS;
12200;25.08.2021 07:02;53,20753379;22,7730608;18,3;18,33;109,930495;128,260495;9,1;3,6;0,59689;15;5;11,079;128,260495;18,3;3,6;0,607498;-3,6;0,36;-6,48;92,00;-0,6;3,6;0;0;1024;533;1664;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,260495;18,3;6;P-GPS;
12300;25.08.2021 07:02;53,20753287;22,77306088;18,5;18,53;109,930495;128,460495;9,1;3,6;0,60887;15;5;11,079;128,460495;18,5;3,6;0,60887;-3,6;0,36;-6,48;92,70;1,1;-9,4;0;0;1024;375;1666;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,460495;18,5;6;P-GPS;
12400;25.08.2021 07:02;53,20753146;22,77306156;18,7;18,71;109,950495;128,660495;9,1;2,916;0,625346;15;5;11,079;128,660495;18,7;3,6;0,625346;-2,88;0,36;-6,84;92,40;1,5;-12,2;0;0;1024;375;1666;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,660495;18,7;6;P-GPS;
12500;25.08.2021 07:02;53,20753074;22,77306166;18,8;18,81;109,950495;128,760495;9,1;2,196;0,663528;15;5;11,079;128,760495;18,8;3,6;0,663528;-2,16;0,36;-6,48;92,70;1,1;-14,8;0;0;1024;374;1668;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,760495;18,8;6;P-GPS;
12600;25.08.2021 07:02;53,20753002;22,77306201;19;19;109,960495;128,960495;9,1;1,152;0,695782;15;5;11,079;128,960495;19;3,6;0,695782;-1,08;0,36;-6,48;93,00;0,6;-15,2;0;0;1024;375;1671;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;128,960495;19;6;P-GPS;
12700;25.08.2021 07:02;53,20752969;22,77306212;19,1;19,1;109,960495;129,060495;9,1;0,504;0,715257;15;5;11,079;129,060495;19,1;3,6;0,715257;-0,36;0,36;-6,48;92,90;0,7;-14,5;0;0;1024;375;1673;1024;93,2;0;96;3,714;3,706;3,659;0;0;0;0;;129,060495;19,1;6;P-GPS;
12800;25.08.2021 07:02;53,20753047;22,77306258;19,3;19,3;109,960495;129,260495;9,1;0,504;0,633944;15;5;11,079;129,260495;19,3;3,6;0,715257;0,36;0,36;-6,48;93,00;1,1;-13,9;0;0;1024;377;1672;1024;93,2;0;95;3,714;3,706;3,659;0;0;0;0;;129,260495;19,3;6;P-GPS;
12900;25.08.2021 07:02;53,20753062;22,77306273;19,5;19,5;109,960495;129,460495;9,1;1,152;0,615506;15;5;10,99;129,460495;19,5;3,6;0,715257;1,08;0,36;-6,84;93,00;1,2;-13,8;0;0;1024;380;1672;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;129,460495;19,5;6;P-GPS;
13000;25.08.2021 07:02;53,20753153;22,7730628;19,7;19,71;109,950495;129,660495;9,1;1,476;0,550824;15;5;10,99;129,660495;19,7;3,6;0,715257;1,44;0,36;-6,84;91,10;0,9;-14;0;0;1024;382;1671;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;129,660495;19,7;6;P-GPS;
13100;25.08.2021 07:02;53,20753209;22,77306286;19,8;19,81;109,950495;129,760495;9,1;2,196;0,515945;15;5;10,99;129,760495;19,8;3,6;0,715257;2,16;0,36;-6,84;92,50;0,7;-13,9;0;0;1024;384;1669;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;129,760495;19,8;6;P-GPS;
13200;25.08.2021 07:02;53,20753212;22,7730619;20,1;20,11;109,950495;130,060495;9,1;2,556;0,572042;15;5;10,99;130,060495;20,1;3,6;0,715257;2,52;0,36;-6,84;94,00;0,3;-14,4;0;0;1024;566;1668;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;130,060495;20,1;6;P-GPS;
13300;25.08.2021 07:02;53,20753296;22,77306198;20,3;20,32;109,940495;130,260495;9,1;3,276;0,535553;15;5;10,99;130,260495;20,3;3,6;0,715257;3,24;0,36;-6,84;93,30;0,2;-14;0;0;1024;1024;1668;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;130,260495;20,3;6;P-GPS;
13400;25.08.2021 07:02;53,20753428;22,77306178;20,5;20,53;109,930495;130,460495;9,1;3,96;0,529651;15;5;10,99;130,460495;20,5;3,96;0,715257;3,96;0,36;-6,84;92,80;0,1;-13,9;0;0;1024;1024;1669;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;130,460495;20,5;6;P-GPS;
13500;25.08.2021 07:02;53,20753544;22,77306186;20,7;20,74;109,920495;130,660495;9,1;4,32;0,541362;15;5;10,99;130,660495;20,7;4,32;0,715257;4,32;0,36;-6,84;93,10;0,1;-14,1;0;0;1024;1024;1672;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;130,660495;20,7;6;P-GPS;
13600;25.08.2021 07:02;53,20753746;22,77306137;20,9;20,95;109,910495;130,860495;9,1;5,04;0,66324;15;5;10,99;130,860495;20,9;5,04;0,715257;5,04;0,36;-6,84;92,90;0,9;-13,9;0;0;1024;1024;1672;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;130,860495;20,9;6;P-GPS;
13700;25.08.2021 07:02;53,20753896;22,77306147;21,1;21,17;109,890495;131,060495;9,1;5,4;0,761654;15;5;10,99;131,060495;21,1;5,4;0,761654;5,4;0,36;-6,84;92,90;2;1,5;0;0;1024;1024;1675;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;131,060495;21,1;6;P-GPS;
13800;25.08.2021 07:02;53,20754059;22,77306109;21,3;21,38;109,880495;131,260495;9,1;5,04;0,912372;15;5;10,99;131,260495;21,3;5,4;0,912372;5,04;0,36;-7,2;93,20;2,1;10,6;0;0;1024;1024;1675;1024;93,2;0;95;3,684;3,674;3,632;0;0;0;0;;131,260495;21,3;6;P-GPS;
13900;25.08.2021 07:02;53,20754182;22,77306109;21,5;21,59;109,870495;131,460495;9,1;3,96;1,02236;15;5;10,958;131,460495;21,5;5,4;1,02236;3,96;0;-6,84;93,20;1,7;12,2;0;0;1024;1024;1679;1024;93,2;0;95;3,677;3,665;3,616;0;0;0;0;;131,460495;21,5;6;P-GPS;
14000;25.08.2021 07:02;53,20754295;22,77306065;21,7;21,8;109,860495;131,660495;9,1;2,88;1,14281;15;5;10,958;131,660495;21,7;5,4;1,14281;2,88;0;-6,84;93,30;1,2;9,7;0;0;1024;1024;1679;1024;93,2;0;95;3,677;3,665;3,616;0;0;0;0;;131,660495;21,7;6;P-GPS;
14100;25.08.2021 07:02;53,2075437;22,77306053;21,9;22;109,860495;131,860495;9,1;1,8;1,21827;15;5;10,958;131,860495;21,9;5,4;1,21827;1,8;0;-6,84;93,10;0,8;7;0;0;1024;1024;1682;1024;93,2;0;95;3,677;3,665;3,616;0;0;0;0;;131,860495;21,9;6;P-GPS;
14200;25.08.2021 07:02;53,20754355;22,77305987;22,2;22,31;109,850495;132,160495;9,1;1,08;1,22707;15;5;10,958;132,160495;22,2;5,4;1,22707;1,08;0;-7,2;93,10;0,9;4,4;0;0;1024;1024;1680;1024;93,2;-0,2;95;3,677;3,665;3,616;0;0;0;0;;132,160495;22,2;6;P-GPS;
14300;25.08.2021 07:02;53,20754393;22,77305968;22,4;22,51;109,850495;132,360495;9,1;0,72;1,26963;15;5;10,958;132,360495;22,4;5,4;1,26963;0,72;0;-7,2;93,20;1;2,2;0;0;1024;1024;1684;1024;93,2;-0,9;95;3,677;3,665;3,616;0;0;0;0;;132,360495;22,4;6;P-GPS;
14400;25.08.2021 07:02;53,20754332;22,77305967;22,6;22,7;109,860495;132,560495;9,1;0,36;1,213;15;5;10,958;132,560495;22,6;5,4;1,26963;0,36;0;-7,2;93,00;1,1;1;0;0;1024;1024;1683;1024;93,2;-2,2;95;3,677;3,665;3,616;0;0;0;0;;132,560495;22,6;6;P-GPS;
14500;25.08.2021 07:02;53,20754346;22,7730595;22,8;22,91;109,850495;132,760495;9,1;0,36;1,23265;15;5;10,958;132,760495;22,8;5,4;1,26963;0,36;0;-6,84;93,00;1;0,6;0;0;1024;1024;1683;1024;93,2;-4,1;95;3,677;3,665;3,616;0;0;0;0;;132,760495;22,8;6;P-GPS;
14600;25.08.2021 07:02;53,20754337;22,77305951;22,9;23;109,860495;132,860495;9,1;0;1,22359;15;5;10,958;132,860495;22,9;5,4;1,26963;0;0;-6,84;92,80;0,8;0,1;0;0;1024;1024;1682;1024;93,2;-6,3;95;3,677;3,665;3,616;0;0;0;0;;132,860495;22,9;6;P-GPS;
14700;25.08.2021 07:02;53,2075433;22,77305978;23,1;23,2;109,860495;133,060495;9,1;0;1,20674;15;5;10,958;133,060495;23,1;5,4;1,26963;0;0;-6,84;93,10;0,8;-1,2;0;0;1024;1024;1678;1024;93,2;-8,5;95;3,677;3,665;3,616;0;0;0;0;;133,060495;23,1;6;P-GPS;
14800;25.08.2021 07:02;53,20754327;22,77305965;23,3;23,4;109,860495;133,260495;9,1;0;1,20895;15;5;10,958;133,260495;23,3;5,4;1,26963;0;0;-6,84;93,10;0,7;-1,7;0;0;1024;1024;1674;1024;93,2;-10,7;95;3,677;3,665;3,616;0;0;0;0;;133,260495;23,3;6;P-GPS;
14900;25.08.2021 07:02;53,20754322;22,77305952;23,5;23,6;109,860495;133,460495;9,1;0;1,20973;15;5;10,983;133,460495;23,5;5,4;1,26963;0;0;-6,84;93,10;0,7;-1,7;0;0;1024;1024;1672;1024;93,2;-12,9;95;3,681;3,671;3,631;0;0;0;0;;133,460495;23,5;6;P-GPS;
15000;25.08.2021 07:02;53,20754352;22,77305982;23,7;23,81;109,850495;133,660495;9,1;0;1,22673;15;5;10,983;133,660495;23,7;5,4;1,26963;0;0;-6,84;93,10;1,2;-1,2;0;0;1024;1024;1669;1024;93,2;-14,7;95;3,681;3,671;3,631;0;0;0;0;;133,660495;23,7;6;P-GPS;
15100;25.08.2021 07:02;53,20754349;22,77305973;23,8;23,9;109,860495;133,760495;9,1;0;1,22647;15;5;10,983;133,760495;23,8;5,4;1,26963;0;0;-6,84;93,10;1,4;-1,2;0;0;1024;1024;1668;1024;93,2;-15,9;95;3,681;3,671;3,631;0;0;0;0;;133,760495;23,8;6;P-GPS;
15200;25.08.2021 07:02;53,20754357;22,7730598;24;24,11;109,850495;133,960495;9,1;0;1,23145;15;5;10,983;133,960495;24;5,4;1,26963;0;0;-6,84;93,10;1,5;-0,6;0;0;1024;1024;1666;1024;93,2;-16,5;95;3,681;3,671;3,631;0;0;0;0;;133,960495;24;6;P-GPS;
15300;25.08.2021 07:02;53,20754352;22,77305972;24,2;24,31;109,850495;134,160495;9,1;0;1,2303;15;5;10,983;134,160495;24,2;5,4;1,26963;0;0;-6,84;93,10;1,3;-0,2;0;0;1024;1024;1666;1024;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,160495;24,2;6;P-GPS;
15400;25.08.2021 07:02;53,20754364;22,77305986;24,3;24,41;109,850495;134,260495;9,1;0;1,23587;15;5;10,983;134,260495;24,3;5,4;1,26963;0;0;-6,84;93,30;1,6;-0,5;0;0;1024;1024;1666;1024;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,260495;24,3;6;P-GPS;
15500;25.08.2021 07:02;53,20754357;22,77305978;24,5;24,61;109,850495;134,460495;9,1;0;1,23183;15;5;10,983;134,460495;24,5;5,4;1,26963;0;0;-6,48;93,20;1,8;-1,4;0;0;1024;1024;1666;1024;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,460495;24,5;6;P-GPS;
15600;25.08.2021 07:02;53,2075437;22,77305972;24,7;24,81;109,850495;134,660495;9,1;0;1,24616;15;5;10,983;134,660495;24,7;5,4;1,26963;0;0;-6,48;93,20;1,8;-1,5;0;0;1024;1024;1666;1024;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,660495;24,7;6;P-GPS;
15700;25.08.2021 07:02;53,20754365;22,77305964;24,8;24,91;109,850495;134,760495;9,1;0;1,24508;15;5;10,983;134,760495;24,8;5,4;1,26963;0;0;-6,48;93,20;2,1;-0,9;0;0;1024;1024;1666;1024;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,760495;24,8;6;P-GPS;
15800;25.08.2021 07:02;53,20754371;22,77305993;25;25,11;109,850495;134,960495;9,1;0;1,23994;15;5;10,983;134,960495;25;5,4;1,26963;0;0;-6,48;93,30;2,6;-0,3;0;0;1024;1024;1678;734;93,2;-16,6;95;3,681;3,671;3,631;0;0;0;0;;134,960495;25;6;P-GPS;
15900;25.08.2021 07:02;53,20754368;22,77305985;25,1;25,21;109,850495;135,060495;9,1;0;1,24031;15;5;10,99;135,060495;25,1;5,4;1,26963;0;0;-6,48;93,20;2,3;-0,2;0;0;1024;1024;1678;734;93,2;-16,6;95;3,689;3,671;3,63;0;0;0;0;;135,060495;25,1;6;P-GPS;
16000;25.08.2021 07:02;53,20754396;22,77305941;25,3;25,41;109,850495;135,260495;9,1;0;1,28185;15;5;10,99;135,260495;25,3;5,4;1,28185;0;0;-6,48;93,20;1,8;0;0;0;1024;1024;1679;763;93,2;-16,6;95;3,689;3,671;3,63;0;0;0;0;;135,260495;25,3;6;P-GPS;
16100;25.08.2021 07:02;53,20754394;22,77305925;25,5;25,61;109,850495;135,460495;9,1;0;1,28632;15;5;10,99;135,460495;25,5;5,4;1,28632;0;0;-6,48;92,80;1,5;-0,7;0;0;1024;1024;1679;763;90,8;-16,6;95;3,689;3,671;3,63;0;0;0;0;;135,460495;25,5;6;P-GPS;
16200;25.08.2021 07:02;53,20754379;22,7730595;25,6;25,71;109,850495;135,560495;9,1;0;1,26331;15;5;10,99;135,560495;25,6;5,4;1,28632;0;0;-6,84;90,30;1,5;-0,6;0;0;1024;1024;1675;852;86,7;-16,6;95;3,689;3,671;3,63;0;0;0;0;;135,560495;25,6;6;P-GPS;
